Scientific Name,Family,Genus,Species,CommonName,CS,1-CS,AOO,1-AOO,RCS,RCS.sd,# GBIF occurrence points post-filtering,# records from IcthyMaps,#HUC-8 from IcthyMaps,#HUC-8s from GBIF records,#HUC-12 from GBIF records,acceptedauthorityapi,scientificnames_submitted,statelist_2005,statelist_2015,Status,SCS Listing,InDistributionModelList,Species Conservation List,NAS occurrence,NASLink,AOO_1km_buffer,AOO_5km_buffer,AOO_10km_buffer,AOO_20km_buffer,EOO_MCP,AOO_HUC12,AOO_HUC8,Rank_1km_Buffer,Rank_5km_buffer,Rank_10km_buffer,Rank_20km_buffer,Rank_MCP,Rank_HUC12,Rank_HUC8,Mean Rank,SD Rank,Standardized mean rank (Z-score),CVRank,NatureServe_Range Size,NatureServe Rank,logBuffer1km,logBuffer5km,logBuffer100km,logBuffer20km,logHUC8,logHUC12,logMCP,logNatureServe,Justication if GBIF # records<50,Nomenclature changes,Other notes,SID,ALTSID,NOTES,FID,GID,ITISTSN,OTHERNAMES,NATIVE,MAXTL,MATUAGE,LONGEVITY,FECUNDITY,SERIAL,SEASON,A_1_1,A_1_2,A_1_3A,A_1_3B,A_1_3C,A_1_4,A_1_5,A_1_6,A_2_3A,A_2_3B,A_2_3C,A_2_4A,A_2_4C,B_1_3A,B_1_4,B_2_2,B_2_3A,B_2_3B,B_2_4,B_2_5,B_2_6,B_2_7A,B_2_7B,B_2_7C,C1_3_4_C24,LISTED,REASON,dietary breadth,niche breadth
Enneacanthus chaetodon,Centrarchidae,Enneacanthus,chaetodon,Black-banded sunfish,0.343763267,0.656236733,0.071948328,0.928051672,0.792144202,0.038822031,206,301,57,32,132,http://services.itis.gov/?q=tsn:168108,"Enneacanthus chaetodon,Enneacanthus chatedon","Delaware,Florida,Georgia,Maryland,New Jersey,North Carolina,South Carolina,Virginia","Delaware,Florida,Georgia,Maryland,New Jersey,North Carolina,South Carolina,Virginia",1,0,TRUE,,No,,507.2440352,9906.89527,29476.71083,69599.98939,298699.701,13652.42215,127272.96,76,80,77,72,64,74,66,72.71429,5.851333,0.568516,8.04702,193919.709,66,2.705217,3.995938,4.469479,4.842609,5.104736,4.13521,5.475235,5.287622,,,,Echaetod,Echaetod,191,Centrarc,Enneacan,168108,.,1,10,1.5,3,920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,9
Etheostoma asprigene,Percidae,Etheostoma,asprigene,mud darter,0.339571629,0.660428371,0.067953055,0.932046945,0.796237658,0.057593102,118,608,122,42,88,http://services.itis.gov/?q=tsn:168372,Etheostoma asprigene,"Iowa,Minnesota,Mississippi","Iowa,Mississippi,Wisconsin",1,0,FALSE,,No,,312.0346173,7056.947761,24390.86352,77359.48943,489649.5582,10334.62485,167006.33,59,65,69,75,80,63,80,70.14286,8.375133,0.548131,11.94011,390467.1762,88,2.494203,3.848617,4.387227,4.888514,5.222733,4.014295,5.689885,5.591585,,,,Easprige,Easprige,176,Percidae,Etheosto,168372,.,1,7.1,1,3,346,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9
Hybopsis amnis,Cyprinidae,Hybopsis,amnis,pallid shiner,0.33660747,0.66339253,0.054264521,0.945735479,0.804564004,0.03502343,114,175,38,32,73,http://services.itis.gov/?q=tsn:201917,"Hybopsis amnis,Notropis amnis","Illinois,Indiana,Iowa,Kentucky,Minnesota,Mississippi,Missouri,Wisconsin","Illinois,Indiana,Iowa,Kentucky,Minnesota,Mississippi,Oklahoma,Wisconsin",1,0,TRUE,,No,,263.2604306,5738.464493,19930.40481,60447.31634,819890.7771,7904.598092,134480.11,52,58,64,66,92,56,71,65.57143,13.31487,0.511891,20.3059,405515.1036,90,2.420386,3.758796,4.299516,4.781377,5.128658,3.89788,5.913756,5.608007,,,,Hamnis,Hamnis,369,Cyprinid,Hybopsis,201917,.,1,7,1.5,3,1000,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8
Noturus eleutherus,Ictaluridae,Noturus,eleutherus,Mountain Madtom,0.333407578,0.666592422,0.042054363,0.957945637,0.812269029,0.061434108,110,424,87,30,55,http://services.itis.gov/?q=tsn:164009,Noturus eleutherus,"Alabama,Georgia,Illinois,Missouri,North Carolina,Ohio,Oklahoma,Pennsylvania,Virginia,West Virginia","Alabama,Georgia,Illinois,Missouri,North Carolina,Ohio,Oklahoma,Pennsylvania,Virginia,West Virginia",1,0,TRUE,,No,,229.0567284,4381.324316,14801.66155,46429.24383,548133.2962,5261.18674,110801.65,50,50,53,58,85,43,63,57.42857,13.72172,0.447339,23.89355,248428.3228,68,2.359943,3.641605,4.17031,4.666792,5.044546,3.721084,5.738886,5.395201,,,,Neleuthe,Neleuthe,541,Ictaluri,Noturus,164009,.,1,13,2.5,4.5,115,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9
Astyanax mexicanus,Characidae,Astyanax,mexicanus,Mexican tetra,0.291442587,0.708557413,0.076132809,0.923867191,0.816212302,0.053096009,302,390,69,24,94,https://www1.usgs.gov/csas/swap/species_view.html?sciname=Astyanax%20mexicanus,Astyanax mexicanus,New Mexico,New Mexico,1,0,FALSE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=417,440.3730572,7845.43439,23891.4017,64245.49363,277157.7194,15178.0043,163375.43,72,71,68,70,63,77,78,71.28571,5.154748,0.557191,7.23111,135233.8966,56,2.643821,3.894617,4.378242,4.807843,5.213187,4.181215,5.442727,5.131086,,,"New species added in July 2018, increasing initial dataset from 124 to 129 species",Amexican,Amexican,22,Characid,Astyanax,162850,.,1,12,1,3.5,18714,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11
Catostomus fumeiventris,Catostomidae,Catostomus,fumeiventris,Owens sucker,0.358823539,0.641176461,0.005008526,0.994991474,0.818083968,0.105052508,50,15,4,2,8,http://services.itis.gov/?q=tsn:163904,Catostomus fumeiventris,California,California,1,0,FALSE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=347,53.86214604,764.8255244,2106.511196,5527.673167,1955.460399,2143.686492,8517.94,5,4,3,3,4,14,4,5.285714,3.9036,0.033975,73.8519,8540.050414,3,1.731284,2.883562,3.323564,3.742542,3.930335,3.331161,3.291249,3.93146,,,,Cfumeive,Cfumeive,83,Catostom,Catostom,163904,.,1,50,NA,NA,NA,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
Lepomis symmetricus,Centrarchidae,Lepomis,symmetricus,Bantam sunfish,0.267626675,0.732373325,0.095985724,0.904014276,0.8181938,0.057063541,194,293,89,53,120,http://services.itis.gov/?q=tsn:168156,Lepomis symmetricus,"Illinois,Indiana,Missouri","Illinois,Indiana,Missouri",1,0,TRUE,,No,,437.6820092,9429.46316,32163.30195,97823.85221,426915.6146,18276.36769,216429.62,71,77,80,85,76,81,90,80,6.218253,0.626274,7.772816,355971.589,84,2.641159,3.974487,4.507361,4.990445,5.335317,4.26189,5.630342,5.551415,,,,Lsymmetr,Lsymmetr,458,Centrarc,Lepomis,168156,.,1,9,1,3.5,1600,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8
Lepisosteus platyrhincus,Lepisosteidae,Lepisosteus,platyrhincus,Florida gar,0.253705244,0.746294756,0.108015164,0.891984836,0.819139796,0.036686507,347,176,30,31,149,http://services.itis.gov/?q=tsn:161098,"Lepisosteus platyrhinchus,Lepisosteus platyrhincus",South Carolina,South Carolina,1,0,FALSE,,No,,749.4712713,14434.75237,42462.48007,103613.5713,223583.4458,29560.45074,137062.43,89,89,90,86,62,95,72,83.28571,11.79992,0.652322,14.168,171234.8364,64,2.874755,4.159409,4.628005,5.015417,5.136918,4.470711,5.34944,5.233592,,,,Lplatyrh,Lplatyrh,453,Lepisost,Lepisost,161098,.,1,132,6,20,77156,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
Rhinichthys falcatus,Cyprinidae,Rhinichthys,falcatus,leopard dace,0.331575199,0.668424801,0.027403876,0.972596124,0.820510462,0.051638474,76,26,18,16,33,http://services.itis.gov/?q=tsn:163386,Rhinichthys falcatus,"Idaho,Washington",Washington,1,0,FALSE,,No,,167.3895813,2660.407267,7986.696504,22965.39995,215231.6482,3268.09561,79608.45,33,33,33,34,61,33,49,39.42857,11.19311,0.304643,28.38832,125514.3941,53,2.223728,3.424948,3.902367,4.361074,4.900959,3.514295,5.332906,5.098694,,,,Rfalcatu,Rfalcatu,726,Cyprinid,Rhinicht,163386,.,1,12,2.5,6.5,2500,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
Erimystax insignis,Cyprinidae,Erimystax,insignis,blotched chub,0.303806571,0.696193429,0.049935774,0.950064226,0.823128828,0.069493906,217,146,25,23,83,http://services.itis.gov/?q=tsn:163823,Erimystax insignis,"Georgia,Kentucky,North Carolina,Tennessee,Virginia","Georgia,Kentucky,Tennessee,Virginia",1,0,TRUE,,No,,414.6601594,7028.920902,20933.33935,57288.44784,115123.5017,9077.159491,84955.6,67,64,67,63,49,60,53,60.42857,6.972736,0.471121,11.53881,113058.3438,51,2.617692,3.846889,4.320839,4.758067,4.929192,3.95795,5.061164,5.053303,,,,Einsigni,Einsigni,223,Cyprinid,Erimysta,163823,.,1,9.2,1,2.5,900,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10
Lythrurus bellus,Cyprinidae,Lythrurus,bellus,pretty shiner,0.144693142,0.855306858,0.208771193,0.791228807,0.823267832,0.042509081,2280,1106,30,25,495,http://services.itis.gov/?q=tsn:163851,Lythrurus bellus,Georgia,NA,0,0,FALSE,,No,,3227.158018,41051.65833,74976.80883,104132.3206,104965.9403,51619.172,98930.73,115,111,103,87,47,105,57,89.28571,27.09068,0.699887,30.34156,105242.5472,46,3.50882,4.613331,4.874927,5.017586,4.995331,4.712811,5.021048,5.022191,,,,Lbellus,Lbellus,420,Cyprinid,Lythruru,163851,.,1,7.5,1.5,3,1000,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
Notropis scepticus,Cyprinidae,Notropis,scepticus,sandbar shiner,0.235632556,0.764367444,0.101504034,0.898495966,0.831431705,0.056673968,634,585,28,24,251,http://services.itis.gov/?q=tsn:163465,Notropis scepticus,Georgia,"Georgia,South Carolina",1,0,FALSE,,No,,1202.211502,18522.3594,43890.04972,82622.13369,97537.82421,22857.51801,88143.34,98,94,91,78,46,86,54,78.14286,20.36687,0.611552,26.06364,92596.3364,44,3.079981,4.267696,4.642366,4.917096,4.94519,4.359029,4.989173,4.966594,,,,Nsceptic,Nsceptic,595,Cyprinid,Notropis,163465,.,1,9,1.5,3,1164,1,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
Salvelinus confluentus,Salmonidae,Salvelinus,confluentus,Bull trout,0.303388232,0.696611768,0.031450912,0.968549088,0.832580428,0.025338348,362,45,35,23,36,http://services.itis.gov/?q=tsn:162004,"Salvelinus confluentus,Salvelinus confluentus 1,Salvelinus confluentus 10,Salvelinus confluentus 11,Salvelinus confluentus 12,Salvelinus confluentus 2,Salvelinus confluentus 3,Salvelinus confluentus 38,Salvelinus confluentus 39,Salvelinus confluentus 4,Salvelinus confluentus 5,Salvelinus confluentus 6,Salvelinus confluentus 7,Salvelinus confluentus 8,Salvelinus confluentus 9,Salvelinus confluentus pop. 2,Salvelinus confluentus pop. 3,Salvelinus confluentus pop. 4","Idaho,Montana,Nevada,Oregon,Washington","California,Montana,Nevada,Oregon,Washington",2,2,FALSE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=938,159.3257526,3367.471487,11315.12473,37824.48654,347059.7581,4207.348759,84408.49,31,42,44,52,69,38,52,46.85714,12.28045,0.363533,26.20828,485358.7696,94,2.202286,3.527304,4.053659,4.577773,4.926386,3.624009,5.540404,5.686063,,,,Sconflue,Sconflue,737,Salmonid,Salvelin,162004,.,1,103,6,19,12000,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
Lythrurus lirus,Cyprinidae,Lythrurus,lirus,mountain shiner,0.266324621,0.733675379,0.062642136,0.937357864,0.835516621,0.054862174,274,235,26,22,119,http://services.itis.gov/?q=tsn:163855,Lythrurus lirus,"Georgia,Virginia",Georgia,1,0,FALSE,,No,,546.6227033,9751.991782,26457.93934,60812.90652,134521.901,13080.88897,89804.16,78,79,74,67,53,69,55,67.85714,10.43118,0.530011,15.37227,109650.9352,47,2.737688,3.989093,4.422556,4.783996,4.953296,4.116637,5.128793,5.040012,,,,Llirus,Llirus,436,Cyprinid,Lythruru,163855,.,1,7.5,2,3,1000,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
Percopsis transmontana,Percopsidae,Percopsis,transmontana,sand roller,0.309121133,0.690878867,0.018310965,0.981689035,0.836283951,0.062419977,79,31,16,11,38,http://services.itis.gov/?q=tsn:164410,Percopsis transmontana,Idaho,NA,0,0,FALSE,,No,,172.5539191,2807.159262,7803.819484,18884.12574,36365.19848,3056.882976,36382.7,35,36,31,30,33,30,32,32.42857,2.370453,0.249151,7.309767,86670.42998,42,2.236925,3.448267,3.892307,4.276097,4.560895,3.485279,4.560686,4.937871,,,,Ptransmo,Ptransmo,713,Percopsi,Percopsi,164410,.,1,9.6,1.5,4,4748,0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
Poeciliopsis occidentalis,Poeciliidae,Poeciliopsis,occidentalis,Gila topminnow,0.290758653,0.709241347,0.035833952,0.964166048,0.836703698,0.056701341,83,77,24,16,60,http://services.itis.gov/?q=tsn:165918,Poeciliopsis occidentalis occidentalis,"Arizona,New Mexico","Arizona,New Mexico",3,1,FALSE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=866,227.3103514,4766.82841,13655.41555,31875.36322,56738.34791,5572.509008,82171.2,49,53,48,45,37,45,50,46.71429,5.122313,0.362401,10.9652,109927.1305,48,2.356619,3.67823,4.135305,4.503455,4.91472,3.746051,4.753877,5.041105,,,,Pocciden,Pocciden,684,Poecilii,Poecilio,165918,.,1,6,0.3,1,200,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,13
Jordanella floridae,Cyprinodontidae,Jordanella,floridae,flagfish,0.19511397,0.80488603,0.1296299,0.8703701,0.837628065,0.032049354,518,98,25,26,202,NA,NA,NA,NA,0,0,FALSE,,Yes,https://nas.er.usgs.gov/queries/factsheet.aspx?SpeciesID=663,1151.268829,20442.90125,54333.5861,106723.6105,115105.1434,37486.09251,109727.76,96,97,95,89,48,99,60,83.42857,20.63054,0.653454,24.72838,111401.4256,50,3.061177,4.310543,4.735068,5.028261,5.040317,4.57387,5.061095,5.046891,,,,Jflorida,Jflorida,410,Cyprinod,Jordanel,165694,.,1,8,0.5,1,100,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,11
Hybognathus hayi,Cyprinidae,Hybognathus,hayi,cypress minnow,0.229432247,0.770567753,0.088738224,0.911261776,0.840914764,0.052473894,251,424,102,47,133,http://services.itis.gov/?q=tsn:163364,Hybognathus hayi,"Florida,Illinois,Kentucky,Missouri,Oklahoma","Florida,Illinois,Kentucky,Missouri,Oklahoma",1,0,TRUE,,No,,576.4842783,10979.46001,34604.06074,97341.09384,362729.4722,15756.09932,172498.75,80,83,82,83,72,78,81,79.85714,3.891382,0.625142,4.87293,322748.7309,82,2.760787,4.040581,4.539127,4.988296,5.236786,4.197449,5.559583,5.508865,,,,Hhayi,Hhayi,378,Cyprinid,Hybognat,163364,.,1,12,1,3.5,2500,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9
Agonostomus monticola,Mugilidae,Agonostomus,monticola,Mountain mullet,0.296096962,0.703903038,0.015231105,0.984768895,0.844335967,0.030279981,34,20,14,12,22,https://www1.usgs.gov/csas/swap/species_view.html?sciname=Agonostomus%20monticola,Agonostomus monticola,Florida,Florida,1,0,FALSE,,No,,75.2884171,1715.26124,6336.812941,22299.68573,828871.2458,2690.150185,39667.04,10,16,28,32,93,23,34,33.71429,27.5119,0.259343,81.6031,103656.038,45,1.876728,3.23433,3.801871,4.348299,4.59843,3.429777,5.918487,5.015595,Species included to maintain taxonomic representation of the family group ,,"New species added in July 2018, increasing initial dataset from 124 to 129 species",,,NA,,,NA,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammocrypta beanii,Percidae,Ammocrypta,beanii,naked sand darter,0.166448808,0.833551192,0.141569961,0.858430039,0.845990615,0.007755017,1285,606,47,44,272,http://services.itis.gov/?q=tsn:553376,"Ammocrypta beani,Ammocrypta beanii",Tennessee,Tennessee,1,0,FALSE,,No,,1534.595702,21600.56355,57877.26083,122055.2729,166796.1241,29283.62704,162105.55,104,99,98,95,58,93,77,89.14286,16.13927,0.698754,18.10496,166706.8791,62,3.185994,4.334465,4.762508,5.086557,5.209798,4.466625,5.222186,5.221954,,,,Abeanii,Abeanii,6,Percidae,Ammocryp,553376,.,1,7.2,1,2,122,1,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Apeltes quadracus,Gasterosteidae,Apeltes,quadracus,fourspine stickleback,0.273797063,0.726202937,0.028326097,0.971673903,0.84893842,0.046276792,99,127,41,16,36,http://services.itis.gov/?q=tsn:166397,"Apeltes quadracus,Apeltes quadricus","Connecticut,Delaware,New York","Connecticut,Delaware,New Jersey,New York",1,0,FALSE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=700,184.1325138,3406.613395,10941.10288,32583.93112,204131.0895,6134.182804,55434.85,39,43,42,46,60,48,43,45.85714,6.866066,0.355606,14.97273,122626.7058,52,2.26513,3.532323,4.039061,4.513003,4.743783,3.787757,5.309909,5.088585,,,,Aquadrac,Aquadrac,31,Gasteros,Apeltes,166397,.,1,6.6,1,2.3,60,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,4,7
Ptychocheilus umpquae,Cyprinidae,Ptychocheilus,umpquae,Umpqua pikeminnow,0.282156497,0.717843503,0.01587932,0.98412068,0.850982091,0.033567248,93,22,5,6,38,NA,NA,NA,NA,0,0,FALSE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=629,193.1647381,3278.755208,8524.333488,17485.98189,14195.86939,3510.32457,17036.16,42,40,36,28,21,35,16,31.14286,9.805246,0.238958,31.48474,25332.62258,17,2.285928,3.515709,3.93066,4.24269,4.231372,3.545347,4.152162,4.40368,,,,Pumpquae,Pumpquae,714,Cyprinid,Ptychoch,163526,Umpqua squawfish,1,44,3.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,10
Pimephales tenellus,Cyprinidae,Pimephales,tenellus,slim minnow,0.215721232,0.784278768,0.082158591,0.917841409,0.851060089,0.032636965,313,160,45,30,169,NA,NA,NA,NA,0,0,FALSE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=622,734.9221919,12742.77417,33984.63591,72335.2442,169073.3979,17896.10766,110119.89,87,85,81,73,59,80,61,75.14286,11.26097,0.587769,14.98609,168139.3427,63,2.866241,4.105264,4.531283,4.85935,5.041866,4.252759,5.228075,5.225669,,,,Ptenellu,Ptenellu,710,Cyprinid,Pimephal,163519,.,1,7,1,3.5,500,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,7
Phenacobius uranops,Cyprinidae,Phenacobius,uranops,stargazing minnow,0.261060271,0.738939729,0.031504784,0.968495216,0.853717473,0.063201706,134,250,23,15,54,http://services.itis.gov/?q=tsn:163506,Phenacobius uranops,"Alabama,Georgia,Kentucky,Virginia","Alabama,Georgia,Kentucky",1,0,FALSE,,No,,272.6171727,4449.392462,12826.01572,33976.48744,87136.31267,6194.073921,54295.98,55,51,47,47,45,49,41,47.85714,4.450789,0.371461,9.300156,90934.39329,43,2.435553,3.648301,4.108092,4.531178,4.734768,3.791976,4.940199,4.958728,,,,Puranops,Puranops,716,Cyprinid,Phenacob,163506,.,1,12,1,2,2000,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
Etheostoma thalassinum,Percidae,Etheostoma,thalassinum,seagreen darter,0.254861233,0.745138767,0.032104379,0.967895621,0.856517194,0.057972662,169,301,13,8,80,http://services.itis.gov/?q=tsn:168442,Etheostoma thalassinum,South Carolina,"North Carolina,South Carolina",1,0,FALSE,,No,,379.5961895,6287.874889,14461.97221,27750.53117,28209.77081,7527.73126,31248.04,65,59,51,38,31,54,27,46.42857,14.53567,0.360136,31.3076,31287.01823,19,2.579322,3.798504,4.160228,4.443271,4.494823,3.876664,4.4504,4.495364,,,,Ethalass,Ethalass,297,Percidae,Etheosto,168442,.,1,8,1,3,120,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
Hybopsis rubrifrons,Cyprinidae,Hybopsis,rubrifrons,rosyface chub,0.244257789,0.755742211,0.040992849,0.959007151,0.857374681,0.044313249,132,464,24,13,83,http://services.itis.gov/?q=tsn:163489,"Hybopsis rubifrons,Hybopsis rubrifrons","North Carolina,South Carolina","North Carolina,South Carolina",1,0,FALSE,,No,,332.4693201,6742.492742,20047.61143,46759.12019,57131.67385,8318.786119,58405.33,61,61,65,59,38,58,45,55.28571,9.877825,0.430351,17.86687,62454.67823,35,2.521752,3.82882,4.302063,4.669866,4.766452,3.92006,4.756877,4.795565,,,,Hrubrifr,Nrubesce,590,Cyprinid,Hybopsis,163489,.,1,8.4,1,3,1000,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
Crystallaria asprella,Percidae,Crystallaria,asprella,crystal darter,0.225735869,0.774264131,0.059395063,0.940604937,0.857434534,0.036777718,285,152,26,30,77,http://services.itis.gov/?q=tsn:201982,"Ammocrypta asprella,Ammocrypta (Crystallaria) asprella,Crystallaria asprella","Arkansas,Florida,Illinois,Iowa,Louisiana,Minnesota,Mississippi,Missouri,Oklahoma,Tennessee,West Virginia,Wisconsin","Arkansas,Florida,Illinois,Iowa,Louisiana,Minnesota,Mississippi,Missouri,Oklahoma,Wisconsin",1,0,FALSE,,No,,460.4224365,6796.439599,20443.40518,57767.54473,737637.0435,8271.475955,132218.11,73,62,66,64,89,57,70,68.71429,10.35558,0.536806,15.07049,299989.298,77,2.663156,3.832281,4.310553,4.761684,5.121291,3.917583,5.867843,5.477106,,,,Casprell,Aasprell,5,Percidae,Crystall,201982,.,1,14.4,1,3,800,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,8
Luxilus cardinalis,Cyprinidae,Luxilus,cardinalis,cardinal shiner,0.230375465,0.769624535,0.047221768,0.952778232,0.861201384,0.029772007,330,6,2,11,105,http://services.itis.gov/?q=tsn:163828,Luxilus cardinalis,"Kansas,Oklahoma","Kansas,Missouri,Oklahoma",1,0,FALSE,,No,,599.1081019,8498.198213,19714.01173,35787.82841,49970.69817,10471.62343,44805.1,81,73,63,50,34,65,37,57.57143,17.83122,0.448471,30.97234,59419.34764,32,2.777505,3.929327,4.294775,4.553735,4.651327,4.020014,4.698715,4.773928,,,,Lcardina,Lcardina,421,Cyprinid,Luxilus,163828,.,1,11,1,4,1500,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
Dionda episcopa,Cyprinidae,Dionda,episcopa,roundnose minnow,0.232550428,0.767449572,0.042158909,0.957841091,0.862645331,0.038575334,189,165,42,20,55,http://services.itis.gov/?q=tsn:163513,Dionda episcopa,Texas,Texas,1,0,FALSE,,No,,258.4434805,4515.210669,14220.09909,41208.69808,156989.5201,6530.820379,101758.85,51,52,50,55,57,53,58,53.71429,3.039424,0.417894,5.658501,155132.688,61,2.412366,3.654678,4.152903,4.614989,5.007572,3.814968,5.195871,5.190703,,,,Depiscop,Depiscop,168,Cyprinid,Dionda,163513,.,1,7.7,1.5,3.5,1000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,11
Notropis chlorocephalus,Cyprinidae,Notropis,chlorocephalus,greenhead shiner,0.247709002,0.752290998,0.024523226,0.975476774,0.863883886,0.057520702,234,630,22,3,63,http://services.itis.gov/?q=tsn:163436,Notropis chlorocephalus,South Carolina,NA,0,0,FALSE,,No,,462.5934937,5483.295503,9311.459653,15775.06044,11132.18088,5698.419987,11273.27,74,57,39,26,19,46,9,38.57143,22.60426,0.297848,58.60363,11395.79793,6,2.6652,3.739042,3.969018,4.197971,4.05205,3.755754,4.04658,4.056745,,,,Nchloroc,Nchloroc,533,Cyprinid,Notropis,163436,.,1,7.2,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,8
Thoburnia rhothoeca,Catostomidae,Thoburnia,rhothoeca,Torrent sucker,0.23171877,0.76828123,0.030062656,0.969937344,0.869109287,0.045260327,147,309,15,10,62,http://services.itis.gov/?q=tsn:553276,Thoburnia rhothoeca,West Virginia,West Virginia,1,0,FALSE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=370,270.2089797,5002.420318,15012.83032,30348.46083,26909.89153,6440.171007,39334.43,54,56,54,44,28,51,33,45.71429,11.17608,0.354473,24.44767,59514.37261,33,2.4317,3.69918,4.176463,4.482137,4.594773,3.808897,4.429912,4.774622,,,,Trhothoe,Trhothoe,762,Catostom,Thoburni,553276,.,1,18,3,7,1749,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
